dataset,seed,query_id,method,runtime_ms,distance_l2,success
breast_cancer,2,18,random_search,0.3777999991143588,3.1940343672344853,1
breast_cancer,2,19,treesat_exact,0.05609999971056823,0.6852189085997686,1
breast_cancer,2,19,nearest_neighbor,0.018000000636675395,5.1745311172350545,1
breast_cancer,2,19,random_search,0.37619999966409523,2.6607444727854097,1
breast_cancer,2,20,treesat_exact,0.054299998737405986,0.4596651766012705,1
breast_cancer,2,20,nearest_neighbor,0.01340000017080456,3.6193205819901673,1
breast_cancer,2,20,random_search,0.38640000093437266,1.0886144295391864,1
breast_cancer,2,21,treesat_exact,0.05360000068321824,0.584248964153537,1
breast_cancer,2,21,nearest_neighbor,0.01630000042496249,2.8586437570673744,1
breast_cancer,2,21,random_search,0.3744999994523823,2.5261214279374764,1
breast_cancer,2,22,treesat_exact,0.10750000001280569,0.27127821939868957,1
breast_cancer,2,22,nearest_neighbor,0.022000000171829015,2.837237003636547,1
breast_cancer,2,22,random_search,0.43539999933273066,0.7761746285149952,1
breast_cancer,2,23,treesat_exact,0.059300000430084765,0.15350208921451328,1
breast_cancer,2,23,nearest_neighbor,0.01869999869086314,2.738474665602184,1
breast_cancer,2,23,random_search,0.4095999993296573,0.4666112701373355,1
breast_cancer,2,24,treesat_exact,0.055900000006658956,0.7297830906209709,1
breast_cancer,2,24,nearest_neighbor,0.01320000046689529,3.0103313188693477,1
breast_cancer,2,24,random_search,0.46939999992900994,2.019003098372043,1
breast_cancer,2,25,treesat_exact,0.06500000017695129,0.23685637677522553,1
breast_cancer,2,25,nearest_neighbor,0.01720000000204891,2.751527917725418,1
breast_cancer,2,25,random_search,0.4186000005574897,1.0335187328015256,1
breast_cancer,2,26,treesat_exact,0.054799998906673864,0.6712001411727102,1
breast_cancer,2,26,nearest_neighbor,0.01320000046689529,3.452148421542242,1
breast_cancer,2,26,random_search,0.38190000122995116,2.7061519773394496,1
breast_cancer,2,27,treesat_exact,0.05229999987932388,0.728940254818363,1
breast_cancer,2,27,nearest_neighbor,0.012599999536178075,3.7430551093075426,1
breast_cancer,2,27,random_search,0.3753000000870088,2.053435490621979,1
breast_cancer,2,28,treesat_exact,0.06029999894963112,0.28480599139424756,1
breast_cancer,2,28,nearest_neighbor,0.03279999873484485,1.738167577541696,1
breast_cancer,2,28,random_search,0.3952999995817663,1.1423168440387477,1
breast_cancer,2,29,treesat_exact,0.05730000157200266,0.777024742965618,1
breast_cancer,2,29,nearest_neighbor,0.01320000046689529,3.890909652772442,1
breast_cancer,2,29,random_search,0.3679000001284294,3.4962446118097743,1
breast_cancer,3,0,treesat_exact,0.23529999998572748,1.4816310327280302,1
breast_cancer,3,0,nearest_neighbor,0.03190000097674783,2.627729634652897,1
breast_cancer,3,0,random_search,0.4442999997991137,3.6284932449556684,1
breast_cancer,3,1,treesat_exact,0.22429999989981297,4.0581735057085995,1
breast_cancer,3,1,nearest_neighbor,0.02049999966402538,10.01564352626241,1
breast_cancer,3,1,random_search,0.3878999996231869,,0
breast_cancer,3,2,treesat_exact,0.0624999993306119,0.3694077727973709,1
breast_cancer,3,2,nearest_neighbor,0.028700000257231295,3.209237515546636,1
breast_cancer,3,2,random_search,0.40689999877940863,1.1182296790865278,1
