dataset,seed,query_id,noise_sigma,runtime_ms,success,distance_l2,clean_distance_l2,distance_inflation
breast_cancer,0,32,0.1,0.08820000221021473,1,1.5331244357099274,1.4087692462502133,1.0882722204439912
breast_cancer,0,33,0.0,0.053099996875971556,1,0.7774772584216112,0.7774772584216112,1.0
breast_cancer,0,33,0.01,0.05640002200379968,1,0.7857938681659951,0.7774772584216112,1.010696917053584
breast_cancer,0,33,0.03,0.051000009989365935,1,0.8362246904863002,0.7774772584216112,1.0755616083021575
breast_cancer,0,33,0.05,0.050300004659220576,1,0.7881179206467753,0.7774772584216112,1.0136861395107122
breast_cancer,0,33,0.1,0.049200025387108326,1,0.7289179267589638,0.7774772584216112,0.9375424410982391
breast_cancer,0,34,0.0,0.0515999854542315,1,0.9820851002137433,0.9820851002137433,1.0
breast_cancer,0,34,0.01,0.06650001159869134,1,0.9756204354325242,0.9820851002137433,0.9934174087563165
breast_cancer,0,34,0.03,0.0515999854542315,1,0.994983751900414,0.9820851002137433,1.0131339449950554
breast_cancer,0,34,0.05,0.04959999932907522,1,0.96020009290643,0.9820851002137433,0.9777157729991524
breast_cancer,0,34,0.1,0.049700000090524554,1,1.0143526895250559,0.9820851002137433,1.03285620492999
breast_cancer,1,0,0.0,0.07739997818134725,1,0.7846146694443734,0.7846146694443734,1.0
breast_cancer,1,0,0.01,0.06819999543949962,1,0.7850193834809243,0.7846146694443734,1.000515812477528
breast_cancer,1,0,0.03,0.06310001481324434,1,0.804614592801883,0.7846146694443734,1.0254901216308796
breast_cancer,1,0,0.05,0.06839999696239829,1,0.6785894059173635,0.7846146694443734,0.8648696390011521
breast_cancer,1,0,0.1,0.0585000088904053,1,0.9056479690598956,0.7846146694443734,1.1542582675662083
breast_cancer,1,1,0.0,0.3480000013951212,1,0.014359521593045432,0.014359521593045432,1.0
breast_cancer,1,1,0.01,0.43929999810643494,1,0.014405016905470552,0.014359521593045432,1.0031683027968812
breast_cancer,1,1,0.03,0.09509999654255807,1,0.070593335617567,0.014359521593045432,4.916134229134527
breast_cancer,1,1,0.05,0.0686999992467463,1,0.0,0.014359521593045432,0.0
breast_cancer,1,1,0.1,0.538099993718788,1,0.11905897466242224,0.014359521593045432,8.291291175054507
breast_cancer,1,2,0.0,0.3169999981764704,1,0.5009642059907823,0.5009642059907823,1.0
